,class
1898,STAR
1899,GALAXY
1900,GALAXY
1901,GALAXY
1902,STAR
1903,GALAXY
1904,STAR
1905,STAR
1906,GALAXY
1907,STAR
1908,STAR
1909,GALAXY
1910,QSO
1911,STAR
1912,GALAXY
1913,STAR
1914,STAR
1915,QSO
1916,GALAXY
1917,GALAXY
1918,QSO
1919,QSO
1920,STAR
1921,STAR
1922,STAR
1923,QSO
1924,QSO
1925,QSO
1926,GALAXY
1927,STAR
1928,STAR
1929,GALAXY
1930,GALAXY
1931,GALAXY
1932,GALAXY
1933,GALAXY
1934,GALAXY
1935,GALAXY
1936,STAR
1937,STAR
1938,QSO
1939,GALAXY
1940,GALAXY
1941,GALAXY
1942,STAR
1943,GALAXY
1944,GALAXY
1945,GALAXY
1946,STAR
1947,GALAXY
1948,GALAXY
1949,QSO
1950,STAR
1951,STAR
1952,STAR
1953,GALAXY
1954,STAR
1955,STAR
1956,GALAXY
1957,GALAXY
1958,STAR
1959,GALAXY
1960,GALAXY
1961,STAR
1962,STAR
1963,STAR
1964,GALAXY
1965,STAR
1966,STAR
1967,GALAXY
1968,GALAXY
1969,GALAXY
1970,GALAXY
1971,STAR
1972,STAR
1973,STAR
1974,STAR
1975,GALAXY
1976,STAR
1977,GALAXY
1978,STAR
1979,STAR
1980,STAR
1981,GALAXY
1982,STAR
1983,GALAXY
1984,QSO
1985,STAR
1986,STAR
1987,STAR
1988,STAR
1989,QSO
1990,QSO
1991,STAR
1992,GALAXY
1993,STAR
1994,STAR
1995,STAR
1996,STAR
1997,STAR
1998,GALAXY
1999,STAR
2000,GALAXY
2001,STAR
2002,STAR
2003,GALAXY
2004,GALAXY
2005,GALAXY
2006,GALAXY
2007,STAR
2008,GALAXY
2009,GALAXY
2010,GALAXY
2011,QSO
2012,STAR
2013,STAR
2014,QSO
2015,GALAXY
2016,GALAXY
2017,STAR
2018,GALAXY
2019,GALAXY
2020,GALAXY
2021,STAR
2022,STAR
2023,STAR
2024,GALAXY
2025,GALAXY
2026,GALAXY
2027,QSO
2028,GALAXY
2029,STAR
2030,STAR
2031,GALAXY
2032,STAR
2033,STAR
2034,GALAXY
2035,GALAXY
2036,STAR
2037,GALAXY
2038,GALAXY
2039,GALAXY
2040,STAR
2041,STAR
2042,STAR
2043,STAR
2044,GALAXY
2045,GALAXY
2046,GALAXY
2047,QSO
2048,GALAXY
2049,STAR
2050,GALAXY
2051,STAR
2052,STAR
2053,QSO
2054,STAR
2055,GALAXY
2056,GALAXY
2057,GALAXY
2058,GALAXY
2059,STAR
2060,GALAXY
2061,GALAXY
2062,GALAXY
2063,GALAXY
2064,QSO
2065,GALAXY
2066,GALAXY
2067,STAR
2068,STAR
2069,GALAXY
2070,STAR
2071,STAR
2072,GALAXY
2073,GALAXY
2074,GALAXY
2075,GALAXY
2076,GALAXY
2077,GALAXY
2078,GALAXY
2079,GALAXY
2080,GALAXY
2081,STAR
2082,STAR
2083,QSO
2084,STAR
2085,STAR
2086,STAR
2087,STAR
2088,STAR
2089,GALAXY
2090,GALAXY
2091,GALAXY
2092,GALAXY
2093,STAR
2094,QSO
2095,QSO
2096,STAR
2097,GALAXY
2098,GALAXY
2099,GALAXY
2100,STAR
2101,GALAXY
2102,STAR
2103,STAR
2104,GALAXY
2105,STAR
2106,STAR
2107,GALAXY
2108,GALAXY
2109,STAR
2110,GALAXY
2111,GALAXY
2112,GALAXY
2113,QSO
2114,GALAXY
2115,STAR
2116,GALAXY
2117,GALAXY
2118,STAR
2119,GALAXY
2120,QSO
2121,STAR
2122,STAR
2123,STAR
2124,GALAXY
2125,QSO
2126,GALAXY
2127,GALAXY
2128,GALAXY
2129,QSO
2130,STAR
2131,STAR
2132,STAR
2133,STAR
2134,GALAXY
2135,STAR
2136,STAR
2137,STAR
2138,GALAXY
2139,STAR
2140,GALAXY
2141,STAR
2142,QSO
2143,STAR
2144,STAR
2145,STAR
2146,STAR
2147,STAR
2148,GALAXY
2149,GALAXY
2150,STAR
2151,QSO
2152,GALAXY
2153,GALAXY
2154,STAR
2155,GALAXY
2156,GALAXY
2157,STAR
2158,GALAXY
2159,QSO
2160,STAR
2161,STAR
2162,GALAXY
2163,GALAXY
2164,GALAXY
2165,STAR
2166,QSO
2167,STAR
2168,STAR
2169,STAR
2170,GALAXY
2171,STAR
2172,GALAXY
2173,STAR
2174,GALAXY
2175,STAR
2176,GALAXY
2177,STAR
2178,STAR
2179,GALAXY
2180,QSO
2181,STAR
2182,GALAXY
2183,STAR
2184,STAR
2185,QSO
2186,STAR
2187,GALAXY
2188,GALAXY
2189,STAR
2190,STAR
2191,QSO
2192,GALAXY
2193,GALAXY
2194,GALAXY
2195,GALAXY
2196,GALAXY
2197,STAR
2198,STAR
2199,STAR
2200,STAR
2201,GALAXY
2202,STAR
2203,STAR
2204,GALAXY
2205,GALAXY
2206,STAR
2207,STAR
2208,STAR
2209,GALAXY
2210,STAR
2211,GALAXY
2212,GALAXY
2213,GALAXY
2214,GALAXY
2215,GALAXY
2216,GALAXY
2217,STAR
2218,STAR
2219,STAR
2220,STAR
2221,STAR
2222,GALAXY
2223,GALAXY
2224,STAR
2225,QSO
2226,STAR
2227,STAR
2228,GALAXY
2229,GALAXY
2230,GALAXY
2231,STAR
2232,STAR
2233,GALAXY
2234,GALAXY
2235,GALAXY
2236,STAR
2237,GALAXY
2238,GALAXY
2239,STAR
2240,STAR
2241,GALAXY
2242,GALAXY
2243,STAR
2244,GALAXY
2245,STAR
2246,STAR
2247,STAR
2248,GALAXY
2249,STAR
2250,STAR
2251,QSO
2252,STAR
2253,STAR
2254,STAR
2255,QSO
2256,STAR
2257,STAR
2258,GALAXY
2259,GALAXY
2260,STAR
2261,GALAXY
2262,GALAXY
2263,STAR
2264,GALAXY
2265,GALAXY
2266,GALAXY
2267,GALAXY
2268,GALAXY
2269,GALAXY
2270,STAR
2271,GALAXY
2272,GALAXY
2273,STAR
2274,GALAXY
2275,GALAXY
2276,STAR
2277,GALAXY
2278,GALAXY
2279,QSO
2280,GALAXY
2281,STAR
2282,STAR
2283,GALAXY
2284,STAR
2285,STAR
2286,GALAXY
2287,GALAXY
2288,QSO
2289,GALAXY
2290,STAR
2291,QSO
2292,STAR
2293,GALAXY
2294,GALAXY
2295,GALAXY
2296,STAR
2297,GALAXY
2298,GALAXY
2299,GALAXY
2300,GALAXY
2301,STAR
2302,STAR
2303,QSO
2304,STAR
2305,STAR
2306,STAR
2307,STAR
2308,STAR
2309,STAR
2310,GALAXY
2311,GALAXY
2312,STAR
2313,STAR
2314,GALAXY
2315,GALAXY
2316,GALAXY
2317,STAR
2318,STAR
2319,QSO
2320,STAR
2321,GALAXY
2322,GALAXY
2323,GALAXY
2324,QSO
2325,STAR
2326,STAR
2327,GALAXY
2328,GALAXY
2329,GALAXY
2330,GALAXY
2331,GALAXY
2332,GALAXY
2333,STAR
2334,STAR
2335,STAR
2336,STAR
2337,GALAXY
2338,STAR
2339,QSO
2340,GALAXY
2341,GALAXY
2342,GALAXY
2343,QSO
2344,STAR
2345,STAR
2346,STAR
2347,GALAXY
2348,GALAXY
2349,GALAXY
2350,GALAXY
2351,STAR
2352,STAR
2353,GALAXY
2354,GALAXY
2355,GALAXY
2356,GALAXY
2357,QSO
2358,GALAXY
2359,GALAXY
2360,GALAXY
2361,STAR
2362,QSO
2363,STAR
2364,GALAXY
2365,GALAXY
2366,GALAXY
2367,GALAXY
2368,QSO
2369,GALAXY
2370,GALAXY
2371,STAR
2372,STAR
2373,GALAXY
2374,GALAXY
2375,GALAXY
2376,STAR
2377,GALAXY
2378,GALAXY
2379,STAR
2380,STAR
2381,GALAXY
2382,STAR
2383,GALAXY
2384,QSO
2385,QSO
2386,GALAXY
2387,STAR
2388,STAR
2389,STAR
2390,GALAXY
2391,STAR
2392,STAR
2393,STAR
2394,STAR
2395,QSO
2396,GALAXY
2397,GALAXY
2398,QSO
2399,QSO
2400,STAR
2401,STAR
2402,STAR
2403,STAR
2404,STAR
2405,GALAXY
2406,GALAXY
2407,GALAXY
2408,GALAXY
2409,GALAXY
2410,QSO
2411,STAR
2412,STAR
2413,QSO
2414,STAR
2415,QSO
2416,STAR
2417,GALAXY
2418,STAR
2419,GALAXY
2420,STAR
2421,GALAXY
2422,GALAXY
2423,GALAXY
2424,STAR
2425,GALAXY
2426,STAR
2427,STAR
2428,STAR
2429,STAR
2430,STAR
2431,STAR
2432,STAR
2433,STAR
2434,STAR
2435,GALAXY
2436,GALAXY
2437,GALAXY
2438,GALAXY
2439,STAR
2440,GALAXY
2441,QSO
2442,GALAXY
2443,GALAXY
2444,STAR
2445,GALAXY
2446,GALAXY
2447,GALAXY
2448,GALAXY
2449,QSO
2450,QSO
2451,QSO
2452,QSO
2453,GALAXY
2454,GALAXY
2455,GALAXY
2456,QSO
2457,STAR
2458,GALAXY
2459,GALAXY
2460,GALAXY
2461,GALAXY
2462,STAR
2463,GALAXY
2464,GALAXY
2465,GALAXY
2466,GALAXY
2467,GALAXY
2468,QSO
2469,GALAXY
2470,GALAXY
2471,GALAXY
2472,GALAXY
2473,GALAXY
2474,STAR
2475,GALAXY
2476,STAR
2477,GALAXY
2478,GALAXY
2479,STAR
2480,GALAXY
2481,STAR
2482,STAR
2483,STAR
2484,STAR
2485,STAR
2486,STAR
2487,QSO
2488,GALAXY
2489,GALAXY
2490,STAR
2491,STAR
2492,GALAXY
2493,GALAXY
2494,GALAXY
2495,STAR
2496,GALAXY
2497,STAR
2498,STAR
2499,STAR
2500,STAR
2501,GALAXY
2502,GALAXY
2503,GALAXY
2504,STAR
2505,STAR
2506,STAR
2507,GALAXY
2508,STAR
2509,QSO
2510,GALAXY
2511,GALAXY
2512,GALAXY
2513,GALAXY
2514,STAR
2515,STAR
2516,STAR
2517,STAR
2518,GALAXY
2519,GALAXY
2520,STAR
2521,STAR
2522,STAR
2523,STAR
2524,STAR
2525,GALAXY
2526,GALAXY
2527,STAR
2528,GALAXY
2529,GALAXY
2530,GALAXY
2531,STAR
2532,STAR
2533,GALAXY
2534,STAR
2535,GALAXY
2536,GALAXY
2537,GALAXY
2538,STAR
2539,STAR
2540,GALAXY
2541,QSO
2542,GALAXY
2543,GALAXY
2544,GALAXY
2545,GALAXY
2546,STAR
2547,GALAXY
2548,GALAXY
2549,GALAXY
2550,QSO
2551,GALAXY
2552,STAR
2553,QSO
2554,STAR
2555,STAR
2556,QSO
2557,QSO
2558,STAR
2559,STAR
2560,STAR
2561,QSO
2562,QSO
2563,GALAXY
2564,GALAXY
2565,STAR
2566,STAR
2567,STAR
2568,QSO
2569,GALAXY
2570,GALAXY
2571,GALAXY
2572,GALAXY
2573,GALAXY
2574,STAR
2575,GALAXY
2576,STAR
2577,QSO
2578,STAR
2579,STAR
2580,STAR
2581,STAR
2582,STAR
2583,GALAXY
2584,GALAXY
2585,STAR
2586,STAR
2587,STAR
2588,GALAXY
2589,QSO
2590,GALAXY
2591,QSO
2592,GALAXY
2593,GALAXY
2594,STAR
2595,GALAXY
2596,GALAXY
2597,GALAXY
2598,GALAXY
2599,STAR
2600,STAR
2601,STAR
2602,STAR
2603,STAR
2604,STAR
2605,GALAXY
2606,STAR
2607,STAR
2608,QSO
2609,STAR
2610,GALAXY
2611,QSO
2612,STAR
2613,GALAXY
2614,STAR
2615,GALAXY
2616,GALAXY
2617,GALAXY
2618,GALAXY
2619,GALAXY
2620,QSO
2621,STAR
2622,QSO
2623,GALAXY
2624,GALAXY
2625,GALAXY
2626,GALAXY
2627,GALAXY
2628,GALAXY
2629,GALAXY
2630,GALAXY
2631,STAR
2632,GALAXY
2633,STAR
2634,QSO
2635,STAR
2636,STAR
2637,GALAXY
2638,STAR
2639,STAR
2640,GALAXY
2641,GALAXY
2642,GALAXY
2643,QSO
2644,STAR
2645,GALAXY
2646,GALAXY
2647,GALAXY
2648,STAR
2649,STAR
2650,STAR
2651,STAR
2652,QSO
2653,STAR
2654,QSO
2655,QSO
2656,STAR
2657,GALAXY
2658,QSO
2659,QSO
2660,GALAXY
2661,STAR
2662,STAR
2663,STAR
2664,GALAXY
2665,GALAXY
2666,STAR
2667,STAR
2668,STAR
2669,QSO
2670,GALAXY
2671,GALAXY
2672,GALAXY
2673,STAR
2674,GALAXY
2675,GALAXY
2676,GALAXY
2677,GALAXY
2678,GALAXY
2679,QSO
2680,QSO
2681,STAR
2682,GALAXY
2683,GALAXY
2684,STAR
2685,STAR
2686,STAR
2687,GALAXY
2688,STAR
2689,GALAXY
2690,GALAXY
2691,GALAXY
2692,GALAXY
2693,QSO
2694,STAR
2695,GALAXY
2696,GALAXY
2697,GALAXY
2698,GALAXY
2699,QSO
2700,STAR
2701,STAR
2702,GALAXY
2703,GALAXY
2704,GALAXY
2705,GALAXY
2706,GALAXY
2707,STAR
2708,GALAXY
2709,STAR
2710,GALAXY
2711,GALAXY
2712,GALAXY
2713,STAR
2714,GALAXY
2715,GALAXY
2716,QSO
2717,STAR
2718,GALAXY
2719,GALAXY
2720,GALAXY
2721,STAR
2722,STAR
2723,STAR
2724,STAR
2725,STAR
2726,QSO
2727,GALAXY
2728,GALAXY
2729,GALAXY
2730,STAR
2731,GALAXY
2732,STAR
2733,STAR
2734,GALAXY
2735,STAR
2736,GALAXY
2737,GALAXY
2738,STAR
2739,GALAXY
2740,STAR
2741,STAR
2742,GALAXY
2743,GALAXY
2744,STAR
2745,STAR
2746,QSO
2747,STAR
2748,QSO
2749,STAR
2750,STAR
2751,GALAXY
2752,GALAXY
2753,GALAXY
2754,GALAXY
2755,STAR
2756,GALAXY
2757,QSO
2758,GALAXY
2759,GALAXY
2760,GALAXY
2761,GALAXY
2762,GALAXY
2763,QSO
2764,STAR
2765,GALAXY
2766,GALAXY
2767,STAR
2768,QSO
2769,GALAXY
2770,GALAXY
2771,GALAXY
2772,STAR
2773,QSO
2774,STAR
2775,GALAXY
2776,GALAXY
2777,GALAXY
2778,STAR
2779,QSO
2780,GALAXY
2781,GALAXY
2782,STAR
2783,GALAXY
2784,GALAXY
2785,STAR
2786,STAR
2787,GALAXY
2788,GALAXY
2789,GALAXY
2790,STAR
2791,STAR
2792,GALAXY
2793,STAR
2794,STAR
2795,GALAXY
2796,GALAXY
2797,STAR
2798,GALAXY
2799,GALAXY
2800,GALAXY
2801,GALAXY
2802,STAR
2803,GALAXY
2804,GALAXY
2805,GALAXY
2806,GALAXY
2807,GALAXY
2808,GALAXY
2809,GALAXY
2810,GALAXY
2811,GALAXY
2812,GALAXY
2813,GALAXY
2814,STAR
2815,STAR
2816,QSO
2817,QSO
2818,GALAXY
2819,STAR
2820,QSO
2821,STAR
2822,GALAXY
2823,STAR
2824,STAR
2825,STAR
2826,GALAXY
2827,STAR
2828,STAR
2829,STAR
2830,STAR
2831,STAR
2832,STAR
2833,GALAXY
2834,GALAXY
2835,GALAXY
2836,GALAXY
2837,STAR
2838,QSO
2839,GALAXY
2840,GALAXY
2841,GALAXY
2842,GALAXY
2843,GALAXY
2844,STAR
2845,GALAXY
2846,QSO
2847,GALAXY
2848,GALAXY
2849,GALAXY
2850,QSO
2851,STAR
2852,STAR
2853,STAR
2854,GALAXY
2855,GALAXY
2856,GALAXY
2857,GALAXY
2858,GALAXY
2859,GALAXY
2860,QSO
2861,STAR
2862,STAR
2863,GALAXY
2864,GALAXY
2865,QSO
2866,GALAXY
2867,GALAXY
2868,STAR
2869,STAR
2870,STAR
2871,GALAXY
2872,STAR
2873,GALAXY
2874,GALAXY
2875,GALAXY
2876,QSO
2877,QSO
2878,STAR
2879,GALAXY
2880,STAR
2881,STAR
2882,STAR
2883,GALAXY
2884,STAR
2885,STAR
2886,STAR
2887,STAR
2888,QSO
2889,GALAXY
2890,GALAXY
2891,GALAXY
2892,STAR
2893,GALAXY
2894,GALAXY
2895,GALAXY
2896,GALAXY
2897,GALAXY
2898,GALAXY
2899,STAR
2900,STAR
2901,STAR
2902,GALAXY
2903,GALAXY
2904,STAR
2905,STAR
2906,STAR
2907,STAR
2908,GALAXY
2909,GALAXY
2910,GALAXY
2911,GALAXY
2912,STAR
2913,GALAXY
2914,GALAXY
2915,GALAXY
2916,GALAXY
2917,STAR
2918,STAR
2919,STAR
2920,STAR
2921,GALAXY
2922,GALAXY
2923,STAR
2924,GALAXY
2925,GALAXY
2926,STAR
2927,STAR
2928,STAR
2929,GALAXY
2930,GALAXY
2931,QSO
2932,GALAXY
2933,GALAXY
2934,GALAXY
2935,STAR
2936,GALAXY
2937,STAR
2938,GALAXY
2939,GALAXY
2940,GALAXY
2941,STAR
2942,GALAXY
2943,STAR
2944,STAR
2945,STAR
2946,STAR
2947,STAR
2948,STAR
2949,STAR
2950,GALAXY
2951,STAR
2952,STAR
2953,QSO
2954,GALAXY
2955,GALAXY
2956,STAR
2957,GALAXY
2958,GALAXY
2959,GALAXY
2960,STAR
2961,GALAXY
2962,QSO
2963,STAR
2964,GALAXY
2965,GALAXY
2966,STAR
2967,STAR
2968,GALAXY
2969,GALAXY
2970,GALAXY
2971,GALAXY
2972,GALAXY
2973,STAR
2974,STAR
2975,QSO
2976,QSO
2977,STAR
2978,GALAXY
2979,STAR
2980,GALAXY
2981,GALAXY
2982,STAR
2983,GALAXY
2984,GALAXY
2985,GALAXY
2986,GALAXY
2987,STAR
2988,STAR
2989,QSO
2990,QSO
2991,GALAXY
2992,STAR
2993,STAR
2994,GALAXY
2995,GALAXY
2996,GALAXY
2997,GALAXY
2998,GALAXY
2999,STAR
3000,QSO
3001,STAR
3002,STAR
3003,GALAXY
3004,QSO
3005,GALAXY
3006,GALAXY
3007,GALAXY
3008,GALAXY
3009,STAR
3010,STAR
3011,STAR
3012,GALAXY
3013,GALAXY
3014,GALAXY
3015,QSO
3016,STAR
3017,STAR
3018,STAR
3019,GALAXY
3020,STAR
3021,GALAXY
3022,STAR
3023,QSO
3024,STAR
3025,STAR
3026,STAR
3027,GALAXY
3028,QSO
3029,GALAXY
3030,GALAXY
3031,STAR
3032,GALAXY
3033,GALAXY
3034,GALAXY
3035,STAR
3036,STAR
3037,GALAXY
3038,GALAXY
3039,STAR
3040,QSO
3041,GALAXY
3042,STAR
3043,GALAXY
3044,GALAXY
3045,STAR
3046,STAR
3047,QSO
3048,STAR
3049,STAR
3050,STAR
3051,GALAXY
3052,STAR
3053,STAR
3054,STAR
3055,STAR
3056,GALAXY
3057,GALAXY
3058,STAR
3059,GALAXY
3060,GALAXY
3061,STAR
3062,STAR
3063,GALAXY
3064,GALAXY
3065,STAR
3066,STAR
3067,STAR
3068,QSO
3069,GALAXY
3070,STAR
3071,QSO
3072,STAR
3073,GALAXY
3074,STAR
3075,STAR
3076,GALAXY
3077,GALAXY
3078,GALAXY
3079,STAR
3080,STAR
3081,STAR
3082,GALAXY
3083,STAR
3084,GALAXY
3085,GALAXY
3086,GALAXY
3087,STAR
3088,STAR
3089,STAR
3090,STAR
3091,STAR
3092,GALAXY
3093,GALAXY
3094,GALAXY
3095,STAR
3096,QSO
3097,STAR
3098,STAR
3099,QSO
3100,STAR
3101,STAR
3102,GALAXY
3103,GALAXY
3104,GALAXY
3105,QSO
3106,GALAXY
3107,GALAXY
3108,STAR
3109,QSO
3110,STAR
3111,GALAXY
3112,QSO
3113,GALAXY
3114,GALAXY
3115,GALAXY
3116,GALAXY
3117,STAR
3118,STAR
3119,GALAXY
3120,GALAXY
3121,GALAXY
3122,GALAXY
3123,GALAXY
3124,GALAXY
3125,STAR
3126,STAR
3127,GALAXY
3128,GALAXY
3129,GALAXY
3130,QSO
3131,STAR
3132,GALAXY
3133,STAR
3134,GALAXY
3135,GALAXY
3136,GALAXY
3137,STAR
3138,STAR
3139,GALAXY
3140,STAR
3141,STAR
3142,GALAXY
3143,GALAXY
3144,STAR
3145,GALAXY
3146,STAR
3147,STAR
3148,GALAXY
3149,GALAXY
3150,GALAXY
3151,QSO
3152,STAR
3153,QSO
3154,STAR
3155,STAR
3156,GALAXY
3157,STAR
3158,STAR
3159,QSO
3160,QSO
3161,STAR
3162,GALAXY
3163,STAR
3164,GALAXY
3165,GALAXY
3166,GALAXY
3167,QSO
3168,STAR
3169,STAR
3170,GALAXY
3171,GALAXY
3172,STAR
3173,STAR
3174,QSO
3175,STAR
3176,QSO
3177,GALAXY
3178,GALAXY
3179,GALAXY
3180,STAR
3181,STAR
3182,GALAXY
3183,GALAXY
3184,GALAXY
3185,STAR
3186,STAR
3187,STAR
3188,STAR
3189,STAR
3190,QSO
3191,QSO
3192,GALAXY
3193,GALAXY
3194,GALAXY
3195,STAR
3196,STAR
3197,GALAXY
3198,GALAXY
3199,GALAXY
3200,STAR
3201,GALAXY
3202,GALAXY
3203,GALAXY
3204,GALAXY
3205,GALAXY
3206,QSO
3207,STAR
3208,STAR
3209,QSO
3210,GALAXY
3211,STAR
3212,STAR
3213,STAR
3214,GALAXY
3215,GALAXY
3216,STAR
3217,STAR
3218,STAR
3219,GALAXY
3220,STAR
3221,GALAXY
3222,GALAXY
3223,GALAXY
3224,STAR
3225,STAR
3226,GALAXY
3227,GALAXY
3228,GALAXY
3229,GALAXY
3230,GALAXY
3231,STAR
3232,GALAXY
3233,STAR
3234,GALAXY
3235,QSO
3236,GALAXY
3237,QSO
3238,STAR
3239,STAR
3240,STAR
3241,QSO
3242,STAR
3243,GALAXY
3244,STAR
3245,STAR
3246,STAR
3247,STAR
3248,GALAXY
3249,STAR
3250,STAR
3251,GALAXY
3252,QSO
3253,STAR
3254,GALAXY
3255,GALAXY
3256,GALAXY
3257,STAR
3258,STAR
3259,STAR
3260,GALAXY
3261,GALAXY
3262,STAR
3263,STAR
3264,GALAXY
3265,GALAXY
3266,GALAXY
3267,STAR
3268,GALAXY
3269,GALAXY
3270,GALAXY
3271,STAR
3272,STAR
3273,GALAXY
3274,STAR
3275,STAR
3276,GALAXY
3277,GALAXY
3278,GALAXY
3279,STAR
3280,QSO
3281,GALAXY
3282,STAR
3283,GALAXY
3284,GALAXY
3285,STAR
3286,QSO
3287,GALAXY
3288,GALAXY
3289,GALAXY
3290,GALAXY
3291,STAR
3292,QSO
3293,QSO
3294,STAR
3295,GALAXY
3296,QSO
3297,STAR
3298,GALAXY
3299,GALAXY
3300,STAR
3301,GALAXY
3302,GALAXY
3303,QSO
3304,QSO
3305,QSO
3306,STAR
3307,GALAXY
3308,GALAXY
3309,QSO
3310,STAR
3311,GALAXY
3312,STAR
3313,GALAXY
3314,STAR
3315,STAR
3316,QSO
3317,STAR
3318,GALAXY
3319,GALAXY
3320,STAR
3321,GALAXY
3322,GALAXY
3323,GALAXY
3324,GALAXY
3325,GALAXY
3326,STAR
3327,STAR
3328,GALAXY
3329,GALAXY
3330,GALAXY
3331,GALAXY
3332,QSO
3333,GALAXY
3334,STAR
3335,GALAXY
3336,GALAXY
3337,STAR
3338,GALAXY
3339,QSO
3340,GALAXY
3341,STAR
3342,GALAXY
3343,STAR
3344,GALAXY
3345,GALAXY
3346,STAR
3347,GALAXY
3348,GALAXY
3349,GALAXY
3350,GALAXY
3351,GALAXY
3352,STAR
3353,STAR
3354,GALAXY
3355,GALAXY
3356,GALAXY
3357,GALAXY
3358,STAR
3359,QSO
3360,GALAXY
3361,GALAXY
3362,STAR
3363,STAR
3364,STAR
3365,GALAXY
3366,STAR
3367,GALAXY
3368,STAR
3369,GALAXY
3370,GALAXY
3371,GALAXY
3372,STAR
3373,STAR
3374,STAR
3375,GALAXY
3376,QSO
3377,STAR
3378,STAR
3379,STAR
3380,GALAXY
3381,QSO
3382,QSO
3383,QSO
3384,STAR
3385,GALAXY
3386,GALAXY
3387,GALAXY
3388,STAR
3389,QSO
3390,GALAXY
3391,STAR
3392,STAR
3393,STAR
3394,STAR
3395,STAR
3396,STAR
3397,QSO
3398,GALAXY
3399,STAR
3400,STAR
3401,STAR
3402,STAR
3403,GALAXY
3404,GALAXY
3405,GALAXY
3406,QSO
3407,GALAXY
3408,GALAXY
3409,STAR
3410,STAR
3411,GALAXY
3412,STAR
3413,GALAXY
3414,GALAXY
3415,GALAXY
3416,STAR
3417,STAR
3418,STAR
3419,STAR
3420,GALAXY
3421,GALAXY
3422,STAR
3423,GALAXY
3424,STAR
3425,GALAXY
3426,GALAXY
3427,STAR
3428,STAR
3429,STAR
3430,STAR
3431,GALAXY
3432,GALAXY
3433,GALAXY
3434,GALAXY
3435,QSO
3436,GALAXY
3437,GALAXY
3438,STAR
3439,GALAXY
3440,STAR
3441,GALAXY
3442,STAR
3443,GALAXY
3444,GALAXY
3445,GALAXY
3446,QSO
3447,GALAXY
3448,GALAXY
3449,QSO
3450,STAR
3451,GALAXY
3452,GALAXY
3453,STAR
3454,STAR
3455,GALAXY
3456,GALAXY
3457,GALAXY
3458,GALAXY
3459,STAR
3460,GALAXY
3461,QSO
3462,GALAXY
3463,GALAXY
3464,GALAXY
3465,GALAXY
3466,QSO
3467,GALAXY
3468,STAR
3469,QSO
3470,STAR
3471,GALAXY
3472,GALAXY
3473,GALAXY
3474,GALAXY
3475,GALAXY
3476,STAR
3477,QSO
3478,QSO
3479,STAR
3480,STAR
3481,STAR
3482,STAR
3483,STAR
3484,GALAXY
3485,GALAXY
3486,GALAXY
3487,GALAXY
3488,GALAXY
3489,STAR
3490,STAR
3491,GALAXY
3492,GALAXY
3493,QSO
3494,STAR
3495,GALAXY
3496,STAR
3497,STAR
3498,GALAXY
3499,GALAXY
3500,GALAXY
3501,STAR
3502,GALAXY
3503,GALAXY
3504,STAR
3505,STAR
3506,STAR
3507,STAR
3508,STAR
3509,STAR
3510,GALAXY
3511,GALAXY
3512,STAR
3513,GALAXY
3514,STAR
3515,STAR
3516,STAR
3517,STAR
3518,GALAXY
3519,STAR
3520,STAR
3521,GALAXY
3522,GALAXY
3523,GALAXY
3524,GALAXY
3525,GALAXY
3526,STAR
3527,GALAXY
3528,GALAXY
3529,GALAXY
3530,QSO
3531,GALAXY
3532,STAR
3533,GALAXY
3534,STAR
3535,STAR
3536,QSO
3537,STAR
3538,STAR
3539,GALAXY
3540,STAR
3541,STAR
3542,STAR
3543,GALAXY
3544,STAR
3545,GALAXY
3546,GALAXY
3547,STAR
3548,QSO
3549,GALAXY
3550,GALAXY
3551,STAR
3552,GALAXY
3553,QSO
3554,GALAXY
3555,GALAXY
3556,GALAXY
3557,STAR
3558,STAR
3559,STAR
3560,GALAXY
3561,GALAXY
3562,GALAXY
3563,GALAXY
3564,GALAXY
3565,QSO
3566,GALAXY
3567,STAR
3568,GALAXY
3569,QSO
3570,GALAXY
3571,GALAXY
3572,STAR
3573,STAR
3574,GALAXY
3575,STAR
3576,GALAXY
3577,GALAXY
3578,GALAXY
3579,STAR
3580,GALAXY
3581,GALAXY
3582,GALAXY
3583,GALAXY
3584,GALAXY
3585,STAR
3586,GALAXY
3587,GALAXY
3588,STAR
3589,GALAXY
3590,STAR
3591,STAR
3592,GALAXY
3593,GALAXY
3594,GALAXY
3595,GALAXY
3596,GALAXY
3597,GALAXY
3598,GALAXY
3599,GALAXY
3600,STAR
3601,GALAXY
3602,GALAXY
3603,STAR
3604,GALAXY
3605,GALAXY
3606,GALAXY
3607,QSO
3608,GALAXY
3609,STAR
3610,GALAXY
3611,QSO
3612,QSO
3613,QSO
3614,GALAXY
3615,GALAXY
3616,GALAXY
3617,STAR
3618,STAR
3619,GALAXY
3620,GALAXY
3621,STAR
3622,GALAXY
3623,STAR
3624,GALAXY
3625,GALAXY
3626,STAR
3627,STAR
3628,GALAXY
3629,STAR
3630,GALAXY
3631,GALAXY
3632,GALAXY
3633,STAR
3634,STAR
3635,GALAXY
3636,STAR
3637,STAR
3638,QSO
3639,STAR
3640,STAR
3641,STAR
3642,STAR
3643,STAR
3644,STAR
3645,STAR
3646,QSO
3647,STAR
3648,GALAXY
3649,GALAXY
3650,STAR
3651,GALAXY
3652,GALAXY
